"日本標準商品分類(平成2年[1990年]6月改定)"
"分類コード","項目名","本籍"
"82554","絹製テーブルセット",""
"82555","アセテート製テーブルセット",""
"82556","合成繊維製テーブルセット",""
"82559","その他のテーブルセット",""
"8259","その他のテーブル掛け，ナプキン及び関連製品",""
"826","いすカバー及び座ぶとんカバー",""
"8261","いすカバー",""
"82611","綿製いすカバー",""
"82612","麻製いすカバー",""
"82613","毛製いすカバー",""
"82614","合成繊維製いすカバー",""
"82619","その他のいすカバー",""
"8262","座ぶとんカバー",""
"82621","綿製座ぶとんカバー",""
"82622","麻製座ぶとんカバー",""
"82623","合成繊維製座ぶとんカバー",""
"82629","その他の座ぶとんカバー",""
"827","タオル，バスマット及び関連製品",""
"8271","バスタオル",""
"82711","綿製バスタオル",""
"82719","その他のバスタオル",""
"8272","フェースタオル",""
"82721","綿製フェースタオル",""
"82729","その他のフェースタオル",""
"8273","ハンドタオル",""
"82731","綿製ハンドタオル",""
"82739","その他のハンドタオル",""
"8274","ウオッシクロス（おしぼり）",""
"82741","綿製ウオッシクロス",""
"82749","その他のウオッシクロス（おしぼり）",""
"8275","手ぬぐい",""
"82751","綿製手ぬぐい",""
"82759","その他の手ぬぐい",""
"8276","トイレットシートカバー",""
"82761","綿製トイレットシートカバー",""
"82769","その他のトイレットシートカバー",""
"8277","バスマット",""
"82771","綿製バスマット",""
"82772","麻製バスマット",""
"82779","その他のバスマット",""
"8278","浴室セット（タオル，ウオッシクロス，シートカバー，バスマット等）",""
"82781","綿製浴室セット",""
"82782","麻製浴室セット",""
"82789","その他の浴室セット",""
"8279","その他のタオル，バスマット及び関連製品",""
"828","かや",""
"8281","つりがや（寝台用を除く。）",""
"82811","綿製つりがや",""
"82812","麻製つりがや",""
"82813","合成繊維製つりがや",""
"82819","その他のつりがや",""
"8282","寝台用かや",""
"8283","ほろがや",""
"829","その他の家庭用繊維製品",""
"8291","布巾",""
"82911","綿製布巾",""
"82912","麻製布巾",""
"82919","その他の布巾",""
"8299","他に分類されない家庭用繊維製品",""
"83","家具",""
"8301","たんす",""
"83011","和たんす",""
"830111","衣しょう（裳）たんす",""
"8301111","きり（桐）製の衣しょう（裳）たんす",""
"8301119","その他の衣しょう（裳）たんす",""
"830112","整理たんす",""
"830119","その他の和たんす",""
"83012","洋たんす",""
"830121","洋服たんす",""
"830122","システム収納たんす（収納家具）",""
"830123","育児たんす（ベビーたんす）",""
"830129","その他の洋たんす",""
"83013","整理たんす（チェスト）",""
"8302","戸だな",""
"83021","飾り戸だな（すみ（隅）だなを含む。）",""
"830211","和風飾り戸だな",""
"830212","洋風飾り戸だな",""
"83022","書籍戸だな（本箱を含む。）",""
"830221","木製書籍戸だな",""
"830222","金属製書籍戸だな",""
"830229","その他の書籍戸だな（本箱を含む。）",""
"83023","サイドボード（カップボード）",""
"83024","食器戸だな（水屋，はえ帳を含む。）",""
"830241","一面用食器戸だな",""
"830242","両面用食器戸だな",""
"830243","多目的用食器戸だな",""
"830249","その他の食器戸だな（水屋，はえ帳を含む。）",""
"83025","茶だな（茶だんす）",""
"83026","整理戸だな類",""
"830261","薬品戸だな",""
"8302611","木製薬品戸だな",""
"8302612","金属製薬品戸だな",""
"830262","医療機械器具戸だな",""
"8302621","木製医療機械器具戸だな",""
"8302622","金属製医療機械器具戸だな",""
"830263","工具戸だな",""
"8302631","木製工具戸だな",""
"8302632","金属製工具戸だな",""
"830264","保管戸だな",""
"830269","その他の整理戸だな類",""
"83027","陳列戸だな",""
"83028","げた箱",""
"83029","その他の戸だな",""
"8303","たな",""
"83031","書だな",""
"830311","固定式書だな",""
"8303111","木製固定式書だな",""
"8303112","金属製固定式書だな",""
"830312","回転式書だな",""
"8303121","木製回転式書だな",""
"8303122","金属製回転式書だな",""
"830313","組立式書だな",""
"8303131","木製組立式書だな",""
"8303132","金属製組立式書だな",""
"830314","移動式書だな",""
"8303141","木製移動式書だな",""
"8303142","金属製移動式書だな",""
"8303149","その他の移動式書だな",""
"830319","その他の書だな",""
"83032","飾りだな",""
"83033","陳列だな",""
"830331","木製陳列だな",""
"830332","金属製陳列だな",""
"830339","その他の陳列だな",""
"83034","整理だな",""
"830341","木製整理だな",""
"830342","金属製整理だな",""
"830349","その他の整理だな",""
"83039","その他のたな",""
"8304","箱",""
"83041","衣類整理箱",""
"830411","木製衣類整理箱",""
"830412","金属製衣類整理箱",""
"830419","その他の衣類整理箱",""
"83042","裁縫箱",""
"830421","針箱",""
"830422","洋裁箱",""
"830429","その他の裁縫箱",""
"83043","がん（玩）具箱",""
"83044","レコードキャビネット",""
"83045","事務用整理箱",""
"再掲","ファイリングキャビネット（59531）","59531
"
"再掲","木製ファイリングキャビネット（※59531）","59531
"
"再掲","金属製ファイリングキャビネット（※59531）","59531
"
"830452","カードキャビネット",""
"8304521","木製カードキャビネット",""
"8304522","金属製カードキャビネット",""
"830453","図面保管キャビネット",""
"8304531","木製図面保管キャビネット",""
"8304532","金属製図面保管キャビネット",""
"再掲","ビジブルレコーダ（59539）","59539
"
"再掲","木製ビジブルレコーダ（※59539）","59539
"
"再掲","金属製ビジブルレコーダ（※59539）","59539
"
"830459","その他の事務用整理箱",""
"83049","その他の箱",""
"8305","フォノキャビネット",""
"83051","ラジオキャビネット",""
"83052","テレビキャビネット",""
"83053","ステレオキャビネット",""
"83059","その他のフォノキャビネット",""
"8306","机",""
"83061","座机",""
"830611","平机",""
"830612","片そで机",""
"830613","両そで机",""
"830619","その他の座机",""
"83062","立机",""
"830621","平机",""
"8306211","木製平机",""
"8306212","金属製平机",""
"8306219","その他の平机",""
"830622","片そで机",""
"8306221","木製片そで机",""
"8306222","金属性片そで机",""
"8306229","その他の片そで机",""
"830623","両そで机",""
"8306231","木製両そで机",""
"8306232","金属製両そで机",""
"8306239","その他の両そで机",""
"830624","わき机",""
"8306241","木製わき机",""
"8306242","金属製わき机",""
"8306249","その他のわき机",""
"830625","学童机（学校用机を除く。）",""
"830626","作業用机",""
"8306261","木製作業用机",""
"8306262","金属製作業用机",""
"8306269","その他の作業用机",""
"830627","ライティングディスク（ビューロー机）",""
"8306271","木製ライティングディスク",""
"8306272","金属製ライティングディスク",""
"8306279","その他のライティングディスク",""
"830628","製図机",""
"8306281","木製製図机",""
"8306282","金属製製図机",""
"8306289","その他の製図机",""
"830629","その他の立机",""
"83063","学校用机",""
"830631","普通教室用机（二人用を含む。）",""
"8306311","木製普通教室用机",""
"8306312","金属製普通教室用机",""
"8306319","その他の普通教室用机",""
"830632","図書室用机",""
"8306321","木製図書室用机",""
